seqnames	organism
NC_042066.1	Salmonella_virus_SP126
NC_039220.1	Thiafora_orthonairovirus
NC_039221.1	Thiafora_orthonairovirus
NC_039222.1	Thiafora_orthonairovirus
NC_038714.1	Herbert_virus_strain_F23/CI/2004
NC_038713.1	Herbert_virus_strain_F23/CI/2004
NC_038712.1	Herbert_virus_strain_F23/CI/2004
NC_038717.1	Alajuela_virus
NC_038715.1	Alajuela_virus
NC_038716.1	Alajuela_virus
NC_038720.1	Lukuni_virus
NC_038718.1	Lukuni_virus
NC_038719.1	Lukuni_virus
NC_038721.1	Anopheles_B_virus
NC_038722.1	Batama_virus
NC_038724.1	Bimiti_virus
NC_038723.1	Bimiti_virus
NC_038725.1	Bimiti_virus
NC_038728.1	Catu_virus
NC_038727.1	Catu_virus
NC_038726.1	Catu_virus
NC_038729.1	Gamboa_virus
NC_038730.1	Gamboa_virus
NC_038731.1	Gamboa_virus
NC_038734.1	Guajara_orthobunyavirus
NC_038733.1	Guajara_orthobunyavirus
NC_038732.1	Guajara_orthobunyavirus
NC_038736.1	Guama_virus
NC_038735.1	Guama_virus
NC_038737.1	Guama_virus
NC_038738.1	Kairi_virus
NC_038739.1	Kairi_virus
NC_038740.1	Kairi_virus
NC_038741.1	Koongol_virus
NC_038742.1	Koongol_virus
NC_038743.1	Koongol_virus
NC_036390.1	Maize_Iranian_mosaic_nucleorhabdovirus
NC_036389.1	Chequa_iflavirus
NC_043209.1	Frijoles_virus_VP-161A
NC_043207.1	Frijoles_virus_VP-161A
NC_043208.1	Frijoles_virus_VP-161A
NC_043210.1	Groundnut_yellow_spot_virus
NC_043211.1	Equine_torovirus
NC_043212.1	Equine_torovirus
NC_043213.1	Equine_torovirus
NC_038744.1	Andean_potato_mottle_virus
NC_043214.1	Possum_adenovirus_1
NC_043215.1	Possum_adenovirus_1
NC_043216.1	Trichoplusia_ni_ascovirus_2a
NC_043217.1	Trichoplusia_ni_ascovirus_2a
NC_043218.1	Fusarium_oxysporum_chrysovirus_1
NC_043219.1	Fusarium_oxysporum_chrysovirus_1
NC_043220.1	Fusarium_oxysporum_chrysovirus_1
NC_043221.1	Abutilon_yellows_virus
NC_043222.1	Abutilon_yellows_virus
NC_043231.1	Thosea_asigna_virus
NC_043232.1	Thosea_asigna_virus
NC_043233.1	Paramecium_bursaria_Chlorella_virus_NC1A
NC_043234.1	Paramecium_bursaria_Chlorella_virus_NC1A
NC_043235.1	Paramecium_bursaria_Chlorella_virus_NYs1
NC_043236.1	Paramecium_bursaria_Chlorella_virus_NYs1
NC_043237.1	Paramecium_bursaria_Chlorella_virus_SC1A
NC_043238.1	Paramecium_bursaria_Chlorella_virus_SC1A
NC_043239.1	Paramecium_bursaria_Chlorella_virus_SC1A
NC_043240.1	Paramecium_bursaria_Chlorella_virus_SC1A
NC_043241.1	Paramecium_bursaria_Chlorella_virus_SC1A
NC_043242.1	Feldmannia_irregularis_virus_a
NC_043243.1	Feldmannia_irregularis_virus_a
NC_043244.1	Feldmannia_irregularis_virus_a
NC_043245.1	Feldmannia_irregularis_virus_a
NC_043246.1	Feldmannia_irregularis_virus_a
NC_043247.1	Feldmannia_irregularis_virus_a
NC_043248.1	Feldmannia_irregularis_virus_a
NC_043249.1	Feldmannia_irregularis_virus_a
NC_043250.1	Feldmannia_irregularis_virus_a
NC_043251.1	Feldmannia_irregularis_virus_a
NC_043252.1	Feldmannia_irregularis_virus_a
NC_043253.1	Feldmannia_irregularis_virus_a
NC_043254.1	Feldmannia_irregularis_virus_a
NC_043255.1	Feldmannia_irregularis_virus_a
NC_043256.1	Feldmannia_irregularis_virus_a
NC_043257.1	Feldmannia_irregularis_virus_a
NC_005165.1	Chelonus_inanitus_bracovirus
NC_043258.1	Chelonus_inanitus_bracovirus
NC_043259.1	Chelonus_inanitus_bracovirus
NC_043260.1	Chelonus_inanitus_bracovirus
NC_043261.1	Chelonus_inanitus_bracovirus
NC_043262.1	Chelonus_inanitus_bracovirus
NC_043263.1	Chelonus_inanitus_bracovirus
NC_043264.1	Chelonus_inanitus_bracovirus
NC_043265.1	Chelonus_inanitus_bracovirus
NC_043266.1	Chelonus_inanitus_bracovirus
NC_043267.1	Chelonus_inanitus_bracovirus
NC_043268.1	Chelonus_inanitus_bracovirus
NC_043269.1	Chelonus_inanitus_bracovirus
NC_043270.1	Chelonus_inanitus_bracovirus
NC_043271.1	Chelonus_inanitus_bracovirus
NC_043272.1	Chelonus_inanitus_bracovirus
NC_043273.1	Chelonus_inanitus_bracovirus
NC_043274.1	Chelonus_inanitus_bracovirus
NC_043275.1	Cotesia_flavipes_bracovirus
NC_043276.1	Cotesia_flavipes_bracovirus
NC_043277.1	Cotesia_flavipes_bracovirus
NC_043278.1	Cotesia_flavipes_bracovirus
NC_043279.1	Cotesia_flavipes_bracovirus
NC_043280.1	Cotesia_flavipes_bracovirus
NC_043281.1	Cotesia_flavipes_bracovirus
NC_043282.1	Cotesia_flavipes_bracovirus
NC_043283.1	Cotesia_flavipes_bracovirus
NC_043284.1	Cotesia_flavipes_bracovirus
NC_043285.1	Cotesia_flavipes_bracovirus
NC_043286.1	Cotesia_flavipes_bracovirus
NC_043287.1	Cotesia_glomerata_bracovirus
NC_043288.1	Cotesia_glomerata_bracovirus
NC_043289.1	Cotesia_glomerata_bracovirus
NC_043290.1	Cotesia_glomerata_bracovirus
NC_043291.1	Cotesia_glomerata_bracovirus
NC_043292.1	Cotesia_glomerata_bracovirus
NC_043293.1	Cotesia_glomerata_bracovirus
NC_043294.1	Cotesia_glomerata_bracovirus
NC_043295.1	Cotesia_glomerata_bracovirus
NC_043296.1	Cotesia_glomerata_bracovirus
NC_043297.1	Cotesia_glomerata_bracovirus
NC_043298.1	Cotesia_glomerata_bracovirus
NC_043299.1	Cotesia_glomerata_bracovirus
NC_043300.1	Cotesia_glomerata_bracovirus
NC_043301.1	Cotesia_marginiventris_bracovirus
NC_043302.1	Cotesia_marginiventris_bracovirus
NC_043303.1	Cotesia_marginiventris_bracovirus
NC_043304.1	Cotesia_marginiventris_bracovirus
NC_043305.1	Cotesia_melanoscela_bracovirus
NC_043306.1	Cotesia_melanoscela_bracovirus
NC_043307.1	Diolcogaster_facetosa_bracovirus
NC_043308.1	Diolcogaster_facetosa_bracovirus
NC_043309.1	Diolcogaster_facetosa_bracovirus
NC_043310.1	Diolcogaster_facetosa_bracovirus
NC_043311.1	Diolcogaster_facetosa_bracovirus
NC_043312.1	Diolcogaster_facetosa_bracovirus
NC_043313.1	Diolcogaster_facetosa_bracovirus
NC_043314.1	Diolcogaster_facetosa_bracovirus
NC_043315.1	Diolcogaster_facetosa_bracovirus
NC_043316.1	Diolcogaster_facetosa_bracovirus
NC_043317.1	Diolcogaster_facetosa_bracovirus
NC_043318.1	Diolcogaster_facetosa_bracovirus
NC_043319.1	Diolcogaster_facetosa_bracovirus
NC_043320.1	Diolcogaster_facetosa_bracovirus
NC_043321.1	Diolcogaster_facetosa_bracovirus
NC_043322.1	Diolcogaster_facetosa_bracovirus
NC_043323.1	Diolcogaster_facetosa_bracovirus
NC_043324.1	Diolcogaster_facetosa_bracovirus
NC_043325.1	Diolcogaster_facetosa_bracovirus
NC_043326.1	Diolcogaster_facetosa_bracovirus
NC_043327.1	Diolcogaster_facetosa_bracovirus
NC_043328.1	Diolcogaster_facetosa_bracovirus
NC_043329.1	Diolcogaster_facetosa_bracovirus
NC_043330.1	Diolcogaster_facetosa_bracovirus
NC_043331.1	Diolcogaster_facetosa_bracovirus
NC_043332.1	Diolcogaster_facetosa_bracovirus
NC_043333.1	Diolcogaster_facetosa_bracovirus
NC_043334.1	Diolcogaster_facetosa_bracovirus
NC_043335.1	Diolcogaster_facetosa_bracovirus
NC_043336.1	Glyptapanteles_indiensis_bracovirus
NC_043337.1	Glyptapanteles_indiensis_bracovirus
NC_043338.1	Glyptapanteles_indiensis_bracovirus
NC_043339.1	Glyptapanteles_indiensis_bracovirus
NC_043340.1	Glyptapanteles_indiensis_bracovirus
NC_043341.1	Glyptapanteles_indiensis_bracovirus
NC_043342.1	Glyptapanteles_indiensis_bracovirus
NC_043343.1	Glyptapanteles_indiensis_bracovirus
NC_043344.1	Glyptapanteles_indiensis_bracovirus
NC_043345.1	Glyptapanteles_indiensis_bracovirus
NC_043346.1	Glyptapanteles_indiensis_bracovirus
NC_043347.1	Glyptapanteles_indiensis_bracovirus
NC_043348.1	Glyptapanteles_indiensis_bracovirus
NC_043349.1	Glyptapanteles_indiensis_bracovirus
NC_043350.1	Glyptapanteles_indiensis_bracovirus
NC_043351.1	Glyptapanteles_indiensis_bracovirus
NC_043352.1	Glyptapanteles_indiensis_bracovirus
NC_043353.1	Glyptapanteles_indiensis_bracovirus
NC_043354.1	Glyptapanteles_indiensis_bracovirus
NC_043355.1	Glyptapanteles_indiensis_bracovirus
NC_043356.1	Glyptapanteles_indiensis_bracovirus
NC_043357.1	Glyptapanteles_indiensis_bracovirus
NC_043358.1	Glyptapanteles_indiensis_bracovirus
NC_043359.1	Glyptapanteles_indiensis_bracovirus
NC_043360.1	Glyptapanteles_indiensis_bracovirus
NC_043361.1	Glyptapanteles_indiensis_bracovirus
NC_043362.1	Glyptapanteles_indiensis_bracovirus
NC_043363.1	Choristoneura_fumiferana_entomopoxvirus
NC_043364.1	Choristoneura_fumiferana_entomopoxvirus
NC_043365.1	Choristoneura_fumiferana_entomopoxvirus
NC_043366.1	Choristoneura_fumiferana_entomopoxvirus
NC_043367.1	Diadromus_pulchellus_idnoreovirus_1
NC_043368.1	Diadromus_pulchellus_idnoreovirus_1
NC_043369.1	Diadromus_pulchellus_idnoreovirus_1
NC_043370.1	Diadromus_pulchellus_idnoreovirus_1
NC_043371.1	Diadromus_pulchellus_idnoreovirus_1
NC_043372.1	Diadromus_pulchellus_idnoreovirus_1
NC_043373.1	Diadromus_pulchellus_idnoreovirus_1
NC_038745.1	Nome_phantom_orthophasmavirus
NC_038747.1	Nome_phantom_orthophasmavirus
NC_038746.1	Nome_phantom_orthophasmavirus
NC_039223.1	Avian_orthoavulavirus_1
NC_043374.1	Cotesia_rubecula_bracovirus
NC_043375.1	Cotesia_rubecula_bracovirus
NC_043376.1	Cotesia_rubecula_bracovirus
NC_043377.1	Cotesia_rubecula_bracovirus
NC_043378.1	Cotesia_rubecula_bracovirus
NC_043379.1	Cotesia_rubecula_bracovirus
NC_043380.1	Cotesia_rubecula_bracovirus
NC_043381.1	Cotesia_rubecula_bracovirus
NC_042311.1	Mycobacterium_virus_Microwolf
NC_043383.1	Sunn-hemp_mosaic_virus
NC_043384.1	Sunn-hemp_mosaic_virus
NC_038748.1	Iranian_wheat_stripe_tenuivirus
NC_038750.1	Iranian_wheat_stripe_tenuivirus
NC_038749.1	Iranian_wheat_stripe_tenuivirus
NC_038751.1	Maize_stripe_tenuivirus
NC_038754.1	Maize_stripe_tenuivirus
NC_038752.1	Maize_stripe_tenuivirus
NC_038753.1	Maize_stripe_tenuivirus
NC_038756.1	Coffee_ringspot_dichorhavirus
NC_038755.1	Coffee_ringspot_dichorhavirus
NC_038757.1	Urochloa_hoja_blanca_tenuivirus
NC_038758.1	Urochloa_hoja_blanca_tenuivirus
NC_043386.1	Broad_bean_stain_virus
NC_043385.1	Broad_bean_stain_virus
NC_038760.1	Cucurbit_mild_mosaic_virus
NC_038759.1	Cucurbit_mild_mosaic_virus
NC_038762.1	Aeonium_ringspot_virus
NC_038761.1	Aeonium_ringspot_virus
NC_038764.1	Blueberry_latent_spherical_virus
NC_038763.1	Blueberry_latent_spherical_virus
NC_038765.1	Melon_mild_mottle_virus
NC_038766.1	Melon_mild_mottle_virus
NC_038767.1	Mulberry_mosaic_leaf_roll_associated_virus
NC_038768.1	Mulberry_mosaic_leaf_roll_associated_virus
NC_043388.1	Stocky_prune_virus
NC_043387.1	Stocky_prune_virus
NC_038769.1	Actinidia_chlorotic_ringspot-associated_virus
NC_038770.1	Actinidia_chlorotic_ringspot-associated_virus
NC_038772.1	Actinidia_chlorotic_ringspot-associated_virus
NC_038771.1	Actinidia_chlorotic_ringspot-associated_virus
NC_038773.1	Actinidia_chlorotic_ringspot-associated_virus
NC_039226.1	Beet_soil-borne_mosaic_virus
NC_039225.1	Beet_soil-borne_mosaic_virus
NC_039224.1	Beet_soil-borne_mosaic_virus
NC_039227.1	Beet_soil-borne_mosaic_virus
NC_038775.1	Rice_stripe_necrosis_virus
NC_038774.1	Rice_stripe_necrosis_virus
NC_038777.1	Lilac_ring_mottle_virus
NC_038776.1	Lilac_ring_mottle_virus
NC_038778.1	Cryphonectria_nitschkei_chrysovirus_1
NC_038779.1	Cryphonectria_nitschkei_chrysovirus_1
NC_038781.1	Cryphonectria_nitschkei_chrysovirus_1
NC_038780.1	Cryphonectria_nitschkei_chrysovirus_1
NC_038784.1	Verticillium_dahliae_chrysovirus_1
NC_038782.1	Verticillium_dahliae_chrysovirus_1
NC_038785.1	Verticillium_dahliae_chrysovirus_1
NC_038783.1	Verticillium_dahliae_chrysovirus_1
NC_038786.1	Diodia_vein_chlorosis_virus
NC_038787.1	Diodia_vein_chlorosis_virus
NC_038788.1	Tetterwort_vein_chlorosis_virus
NC_038789.1	Tetterwort_vein_chlorosis_virus
NC_038791.1	Bean_golden_yellow_mosaic_virus-[Dominican_Republic]
NC_038790.1	Bean_golden_yellow_mosaic_virus-[Dominican_Republic]
NC_038792.1	Cabbage_leaf_curl_Jamaica_virus
NC_038793.1	Cabbage_leaf_curl_Jamaica_virus
NC_038794.1	Cotton_chlorotic_spot_virus
NC_038795.1	Cotton_chlorotic_spot_virus
NC_038796.1	Jacquemontia_mosaic_Yucatan_virus
NC_038797.1	Jacquemontia_mosaic_Yucatan_virus
NC_038798.1	Malvastrum_yellow_mosaic_Jamaica_virus
NC_038799.1	Malvastrum_yellow_mosaic_Jamaica_virus
NC_038802.1	Rhynchosia_golden_mosaic_Sinaloa_virus
NC_038803.1	Rhynchosia_golden_mosaic_Sinaloa_virus
NC_038807.1	Tomato_golden_vein_virus
NC_038806.1	Tomato_golden_vein_virus
NC_038809.1	Cardamom_bushy_dwarf_virus
NC_038815.1	Cardamom_bushy_dwarf_virus
NC_038808.1	Cardamom_bushy_dwarf_virus
NC_038816.1	Cardamom_bushy_dwarf_virus
NC_038810.1	Cardamom_bushy_dwarf_virus
NC_038814.1	Cardamom_bushy_dwarf_virus
NC_038811.1	Cardamom_bushy_dwarf_virus
NC_038813.1	Cardamom_bushy_dwarf_virus
NC_038812.1	Cardamom_bushy_dwarf_virus
NC_055107.1	Freesia_sneak_ophiovirus
NC_043389.1	Ranunculus_white_mottle_virus
NC_043390.1	Tulip_mild_mottle_mosaic_virus
NC_043391.1	Tulip_mild_mottle_mosaic_virus
NC_036616.1	Influenza_D_virus_(D/swine/Oklahoma/1334/2011)
NC_036615.1	Influenza_D_virus_(D/swine/Oklahoma/1334/2011)
NC_036619.1	Influenza_D_virus_(D/swine/Oklahoma/1334/2011)
NC_036618.1	Influenza_D_virus_(D/swine/Oklahoma/1334/2011)
NC_036617.1	Influenza_D_virus_(D/swine/Oklahoma/1334/2011)
NC_036620.1	Influenza_D_virus_(D/swine/Oklahoma/1334/2011)
NC_036621.1	Influenza_D_virus_(D/swine/Oklahoma/1334/2011)
NC_038817.1	Quaranfil_quaranjavirus
NC_038818.1	Quaranfil_quaranjavirus
NC_038821.1	Quaranfil_quaranjavirus
NC_038819.1	Quaranfil_quaranjavirus
NC_038820.1	Quaranfil_quaranjavirus
NC_038822.1	Quaranfil_quaranjavirus
NC_038824.1	Carrot_cryptic_virus
NC_038823.1	Carrot_cryptic_virus
NC_038826.1	Flammulina_velutipes_browning_virus
NC_038825.1	Flammulina_velutipes_browning_virus
NC_043392.1	Helicobasidium_mompa_dsRNA_mycovirus
NC_038829.1	Heterobasidion_partitivirus_12
NC_038830.1	Heterobasidion_partitivirus_12
NC_038831.1	Heterobasidion_partitivirus_13
NC_038832.1	Heterobasidion_partitivirus_13
NC_038834.1	Heterobasidion_partitivirus_15
NC_038833.1	Heterobasidion_partitivirus_15
NC_038836.1	Heterobasidion_partitivirus_3
NC_038835.1	Heterobasidion_partitivirus_3
NC_038837.1	Crimson_clover_cryptic_virus_2
NC_038838.1	Crimson_clover_cryptic_virus_2
NC_038839.1	Heterobasidion_partitivirus_2
NC_038840.1	Heterobasidion_partitivirus_2
NC_038841.1	Heterobasidion_partitivirus_8
NC_038842.1	Heterobasidion_partitivirus_8
NC_043393.1	Heterobasidion_annosum_P-type_partitivirus
NC_038843.1	Cryptosporidium_parvum_virus_1
NC_038844.1	Cryptosporidium_parvum_virus_1
NC_043394.1	Beet_cryptic_virus_3
NC_037095.1	Pepper_cryptic_virus_1
NC_037096.1	Pepper_cryptic_virus_1
NC_043396.1	Aspergillus_ochraceous_virus
NC_043397.1	Aspergillus_ochraceous_virus
NC_043395.1	Aspergillus_ochraceous_virus
NC_038848.1	Citrus_leprosis_virus_C2
NC_038849.1	Citrus_leprosis_virus_C2
NC_038850.1	Japanese_soil-borne_wheat_mosaic_virus
NC_038851.1	Japanese_soil-borne_wheat_mosaic_virus
NC_043398.1	Drakaea_virus_A
NC_043399.1	Drakaea_virus_A
NC_043400.1	Poa_semilatent_virus
NC_043401.1	Poa_semilatent_virus
NC_038852.1	Redbud_yellow_ringspot-associated_emaravirus
NC_038856.1	Redbud_yellow_ringspot-associated_emaravirus
NC_038854.1	Redbud_yellow_ringspot-associated_emaravirus
NC_038853.1	Redbud_yellow_ringspot-associated_emaravirus
NC_038855.1	Redbud_yellow_ringspot-associated_emaravirus
NC_038857.1	Mosso_das_Pedras_virus
NC_039228.1	Koala_retrovirus
NC_043402.1	Trocara_virus
NC_043403.1	Una_virus
NC_043404.1	Avian_myeloblastosis_virus
NC_038858.1	Finkel-Biskis-Jinkins_murine_sarcoma_virus
NC_036581.1	Allium_cepa_amalgavirus_2
NC_036582.1	Flamingopox_virus_FGPVKD09
NC_036583.1	Rodent_astrovirus
NC_036585.1	Armigeres_iflavirus
NC_036587.1	Babaco_mosaic_virus
NC_036588.1	Passerivirus_sp.
NC_036589.1	Maize-associated_totivirus_3
NC_036591.1	Tomato_apical_leaf_curl_virus
NC_036592.1	Pleurochrysis_carterae_circular_virus
NC_036593.1	Porcine_circovirus-like_virus_P1
NC_036595.1	Aeropyrum_globular_virus_1
NC_036586.1	Dianke_virus
NC_036590.1	Rosellinia_necatrix_hypovirus_1
NC_036580.1	Allium_cepa_amalgavirus_1
NC_036604.1	Kabuto_mountain_virus
NC_036605.1	Kabuto_mountain_virus
NC_036606.1	Kabuto_mountain_virus
NC_036597.1	Rice_hoja_blanca_tenuivirus
NC_036598.1	Rice_hoja_blanca_tenuivirus
NC_036602.1	Rice_hoja_blanca_tenuivirus
NC_036599.1	Rice_hoja_blanca_tenuivirus
NC_036607.1	Calla_lily_chlorotic_spot_virus
NC_036608.1	Calla_lily_chlorotic_spot_virus
NC_036609.1	Calla_lily_chlorotic_spot_virus
NC_036603.1	Rosellinia_necatrix_partitivirus_8
NC_036600.1	Rosellinia_necatrix_partitivirus_8
NC_036596.1	Fusarium_graminearum_alternavirus_1
NC_036601.1	Fusarium_graminearum_alternavirus_1
NC_036594.1	Orpheovirus_IHUMI-LCC2
NC_048631.1	Bacillus_phage_phi105
NC_042067.1	Citrobacter_phage_CF1_ERZ-2017
NC_047874.1	Pseudomonas_virus_Pf1_ERZ-2017
NC_036803.1	Pepper_vein_yellows_virus_5
NC_036802.1	Saffron_latent_virus
NC_036579.1	Ictalurid_herpesvirus_2
NC_043405.1	Great_tit_adenovirus_1
NC_043406.1	Pineapple_mealybug_wilt-associated_virus_3
NC_043407.1	Necocli_virus
NC_043408.1	Necocli_virus
NC_043409.1	Necocli_virus
NC_042068.1	Pseudomonas_phage_phiNN
NC_042069.1	Pseudomonas_phage_phiNN
NC_042070.1	Pseudomonas_phage_phiNN
NC_042071.1	Pseudomonas_phage_phiYY
NC_042072.1	Pseudomonas_phage_phiYY
NC_042073.1	Pseudomonas_phage_phiYY
NC_037051.1	Hyacinth_mosaic_virus
NC_037058.1	Grapevine_virus_I
NC_037057.1	Dishui_lake_phycodnavirus_1
NC_037054.1	Erysiphe_necator_mitovirus_1
NC_037055.1	Erysiphe_necator_mitovirus_2
NC_037056.1	Erysiphe_necator_mitovirus_3
NC_037053.1	Bovine_parvovirus_3
NC_037052.1	Pepper_enamovirus
NC_037062.1	Varroa_mite_associated_genomovirus_1
NC_037060.1	Varroa_mite_associated_virus_1
NC_037061.1	Leptonychotes_weddellii_papillomavirus_1
NC_037067.1	Leptonychotes_weddellii_papillomavirus_2
NC_037069.1	Leptonychotes_weddellii_papillomavirus_3
NC_037064.1	Leptonychotes_weddellii_papillomavirus_4
NC_037059.1	Leptonychotes_weddellii_papillomavirus_5
NC_037065.1	Exomis_microphylla_associated_virus
NC_037066.1	Juncus_maritimus_associated_virus
NC_037063.1	Limeum_africanum_associated_virus
NC_037068.1	Polygala_garcinii_associated_virus
NC_049374.1	Lactococcus_phage_10W18
NC_049377.1	Lactococcus_phage_13W11L
NC_049376.1	Lactococcus_phage_3R16S
NC_049375.1	Lactococcus_phage_i0139
NC_047875.1	Salmonella_phage_UPF_BP1
NC_047876.1	Bordetella_phage_CN1
NC_047877.1	Bordetella_phage_CN2
NC_047878.1	Bordetella_phage_FP1
NC_047879.1	Bordetella_phage_MW2
NC_051709.1	Mycobacterium_phage_SimranZ1
NC_047880.1	Erwinia_phage_vB_EamM_Y3
NC_047881.1	Shigella_phage_SSP1
NC_042074.1	Vibrio_phage_JSF10
NC_047882.1	Vibrio_phage_JSF12
NC_047883.1	Acinetobacter_phage_SWH-Ab-3
NC_042075.1	Shigella_phage_Sf14
NC_042076.1	Shigella_phage_Sf17
NC_042077.1	Shigella_phage_Sf21
NC_042078.1	Shigella_phage_Sf24
NC_047884.1	Bacteriophage_T5-like_saus132
NC_047885.1	Escherichia_phage_chee24
NC_049416.1	Lactococcus_phage_LP8511
NC_049417.1	Lactococcus_phage_LP9207
NC_049418.1	Lactococcus_phage_LP9404
NC_049419.1	Lactococcus_phage_LP9609
NC_049420.1	Lactococcus_phage_LP9903
NC_049421.1	Lactococcus_phage_LP9908
NC_049422.1	Lactococcus_phage_LP0209
NC_049423.1	Lactococcus_phage_LP0903
NC_049424.1	Lactococcus_phage_LP1502a
NC_054983.1	Staphylococcus_phage_UPMK_2
NC_042079.1	Pseudomonas_phage_vB_PaeM_E217
NC_042080.1	Pseudomonas_phage_vB_PaeM_E215
NC_048676.1	Pseudomonas_phage_SL1
NC_042081.1	Pseudomonas_phage_SL2
NC_047886.1	Pectobacterium_phage_DU_PP_II
NC_047887.1	Pectobacterium_phage_DU_PP_V
NC_047888.1	Ralstonia_phage_DU_RP_I
NC_042082.1	Stenotrophomonas_phage_vB_SmaS_DLP_5
NC_054422.1	Arthrobacter_phage_Huntingdon
NC_047889.1	Escherichia_virus_mutPK1A2
NC_047890.1	Escherichia_phage_PGT2
NC_042083.1	Gluconobacter_phage_GC1
NC_042084.1	Escherichia_phage_VB_EcoS-Golestan
NC_047891.1	Gordonia_phage_BENtherdunthat
NC_047892.1	Gordonia_phage_BirksAndSocks
NC_054452.1	Mycobacterium_phage_Andies
NC_054778.1	Mycobacterium_phage_Archetta
NC_054782.1	Mycobacterium_phage_Koko
NC_054449.1	Mycobacterium_phage_Philonius
NC_054429.1	Arthrobacter_phage_Urla
NC_042085.1	Corynebacterium_phage_C3PO
NC_042086.1	Corynebacterium_phage_Darwin
NC_042087.1	Corynebacterium_phage_Zion
NC_042088.1	Gordonia_phage_Gustav
NC_042089.1	Gordonia_phage_Mahdia
NC_052981.1	Proteus_phage_PM87
NC_042090.1	Proteus_phage_PM135
NC_047893.1	Escherichia_phage_DTL
NC_054970.1	Pseudomonas_phage_inbricus
NC_042091.1	Pseudomonas_phage_nickie
NC_042092.1	Pseudomonas_phage_tabernarius
NC_047894.1	Pseudomonas_phage_uligo
NC_044940.1	Pectinobacterium_phage_PEAT2
NC_047895.1	Escherichia_phage_EG1
NC_042093.1	Klebsiella_phage_Sugarland
NC_047896.1	Acinetobacter_phage_SWH-Ab-1
NC_049427.1	Escherichia_phage_FEC14
NC_054677.1	Streptomyces_phage_Alsaber
NC_047897.1	Lactobacillus_phage_Lenus
NC_047898.1	Salmonella_phage_YSP2
NC_047899.1	Escherichia_virus_VEc3
NC_048682.1	Raoultella_phage_Ro1
NC_048684.1	Streptomyces_phage_WRightOn
NC_048685.1	Streptomyces_phage_Manuel
NC_048686.1	Streptomyces_phage_Immanuel3
NC_055052.1	Ralstonia_virus_RSIBR1
NC_047900.1	Klebsiella_phage_May
NC_047901.1	Klebsiella_phage_Menlow
NC_049428.1	Salmonella_phage_Mutine
NC_042347.1	Sulfolobus_ellipsoid_virus_1
NC_048687.1	Pseudomonas_phage_PMBT14
NC_047902.1	Pseudomonas_phage_PMBT3
NC_047903.1	Vibrio_phage_VEN
NC_047904.1	Streptomyces_phage_AbbeyMikolon
NC_047905.1	Streptomyces_phage_Attoomi
NC_054662.1	Streptomyces_phage_Omar
NC_047906.1	Streptomyces_phage_Rowa
NC_042094.1	Vibrio_phage_Ceto
NC_042095.1	Vibrio_phage_Thalassa
NC_042096.1	Salmonella_phage_BPS17L1
NC_042097.1	Salmonella_phage_BPS17W1
NC_042098.1	Erwinia_phage_vB_EamM_Desertfox
NC_047907.1	Klebsiella_phage_GML-KpCol1
NC_055049.1	Staphylococcus_phage_phiSa2wa_st121mssa
NC_048681.1	Staphylococcus_phage_phiSa2wa_st22
NC_055047.1	Staphylococcus_phage_phiSa2wa_st30
NC_055046.1	Staphylococcus_phage_phiSa2wa_st5
NC_055048.1	Staphylococcus_phage_phiSa2wa_st78
NC_042099.1	Microbacterium_phage_Dismas
NC_055038.1	Staphylococcus_phage_SH-St_15644
NC_047908.1	Klebsiella_phage_SH-Kp_152410
NC_048694.1	Klebsiella_phage_vB_Kpn_F48
NC_042100.1	Vibrio_phage_Aphrodite1
NC_047909.1	Faecalibacterium_phage_FP_Brigit
NC_047910.1	Faecalibacterium_phage_FP_Epona
NC_047911.1	Faecalibacterium_phage_FP_Lagaffe
NC_047912.1	Faecalibacterium_phage_FP_Lugh
NC_047913.1	Faecalibacterium_phage_FP_Mushu
NC_047914.1	Faecalibacterium_phage_FP_Taranis
NC_047915.1	Faecalibacterium_phage_FP_Toutatis
NC_047916.1	Faecalibacterium_phage_FP_oengus
NC_048688.1	Paenibacillus_phage_BN12
NC_054984.1	Paenibacillus_phage_Dragolir
NC_048692.1	Paenibacillus_phage_Leyra
NC_048693.1	Paenibacillus_phage_Likha
NC_048689.1	Paenibacillus_phage_PBL1c
NC_048690.1	Paenibacillus_phage_Pagassa
NC_048691.1	Paenibacillus_phage_Tadhana
NC_042101.1	Enterococcus_phage_PMBT2
NC_047917.1	Erwinia_phage_vB_EamP-S2
NC_047918.1	Lactobacillus_phage_Satyr
NC_048698.1	Bacillus_phage_Carmen17
NC_047919.1	Staphylococcus_phage_vB_SauP_phiAGO1.3
NC_054792.1	Mycobacterium_phage_PP
NC_054788.1	Mycobacterium_phage_SWU2
NC_047920.1	Citrobacter_phage_vB_CroP_CrRp3
NC_054899.1	Citrobacter_phage_vB_CroM_CrRp10
NC_047921.1	Gordonia_phage_Flakey
NC_048207.1	Gordonia_phage_SteveFrench
NC_042102.1	Gordonia_phage_Troje
NC_051693.1	Mycobacterium_phage_OldBen
NC_051725.1	Mycobacterium_phage_Rem711
NC_047922.1	Pseudomonas_phage_Henninger
NC_042103.1	Pseudomonas_phage_Bjorn
NC_048697.1	Pseudomonas_phage_Littlefix
NC_042104.1	Pseudomonas_phage_PollyC
NC_054914.1	Escherichia_phage_vB_EcoM-fFiEco06
